NOME_CURSO,ESCOLAS_CURSO,RESPONDENT_STUDENT_NUMBER,RESPONDENT_GENDER,RESPONDENT_AGE,NACIONALIDADE_1,CONCELHO_DE_RESIDENCIA,DISTRITO_DE_RESIDENCIA,DESLOCADO_AREA_RESIDENCIA,ANO_CONCLUSAO_DA_HABILITACAO_ANTERIOR,NOTA_CONCLUSAO_HABILITACAO_ANTERIOR,FREQUENTA_OUTROS_CURSOS_EM_SIMULTANEO,ESTATUTO_TRABALHADOR_ESTUDANTE,NIVEL_ESCOLARIDADE_PAI,NIVEL_ESCOLARIDADE_MAE,CONDICAO_PROFISSIONAL_PAI,CONDICAO_PROFISSIONAL_MAE,HABILITACAO_ACADEMICA_ANTERIOR,FREQUENCIA_PERIODO_DIA,TEMPO_PARCIAL,CONDICAO_PROFISSIONAL_ALUNO,SCHOLARSHIP_GRANT_OWNER,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11 MOTIVAÇÕES E EXPETATIVAS,1-12,1-13.1 MOTIVAÇÕES E EXPETATIVAS,1-13.2 MOTIVAÇÕES E EXPETATIVAS,1-13.3 MOTIVAÇÕES E EXPETATIVAS,1-13.4 MOTIVAÇÕES E EXPETATIVAS,1-13.5 MOTIVAÇÕES E EXPETATIVAS,1-13.6 MOTIVAÇÕES E EXPETATIVAS,1-13.7 MOTIVAÇÕES E EXPETATIVAS,1-13.8 MOTIVAÇÕES E EXPETATIVAS,1-13.9 MOTIVAÇÕES E EXPETATIVAS,1-13.10 MOTIVAÇÕES E EXPETATIVAS,1-13.11 MOTIVAÇÕES E EXPETATIVAS,1-13.12 MOTIVAÇÕES E EXPETATIVAS,1-13.13 MOTIVAÇÕES E EXPETATIVAS,1-13.14 MOTIVAÇÕES E EXPETATIVAS,1-13.15 MOTIVAÇÕES E EXPETATIVAS,1-13.16 MOTIVAÇÕES E EXPETATIVAS,1-13.17 MOTIVAÇÕES E EXPETATIVAS,1-13.18 MOTIVAÇÕES E EXPETATIVAS,1-14,1-15.1 MOTIVAÇÕES E EXPETATIVAS,1-15.2 MOTIVAÇÕES E EXPETATIVAS,1-15.3 MOTIVAÇÕES E EXPETATIVAS,1-15.4 MOTIVAÇÕES E EXPETATIVAS,1-15.5 MOTIVAÇÕES E EXPETATIVAS,1-15.6 MOTIVAÇÕES E EXPETATIVAS,1-15.7 MOTIVAÇÕES E EXPETATIVAS,1-15.8 MOTIVAÇÕES E EXPETATIVAS,1-15.9 MOTIVAÇÕES E EXPETATIVAS,1-15.10 MOTIVAÇÕES E EXPETATIVAS,1-15.11 MOTIVAÇÕES E EXPETATIVAS,1-15.12 MOTIVAÇÕES E EXPETATIVAS,1-15.13 MOTIVAÇÕES E EXPETATIVAS,1-15.14 MOTIVAÇÕES E EXPETATIVAS,1-15.15 MOTIVAÇÕES E EXPETATIVAS,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,ESCOLAS_CURSO_NORMALIZED
Doutoramento em Gestão,EG,78068,Masculino,27,Portugal,Benavente,Santarém,False,2024.0,17.0,False,False,Desconhecido,Ensino superior - Licenciatura (Bolonha),Outra situação,Trabalha por conta própria - (como empregador),Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,1.0,3.0,Candidatei-me a uma bolsa da FCT.,3.0,,3.0,,Consultor de gestão,"10, 2, 1",,5.0,5.0,3.0,4.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,,5.0,5.0,4.0,4.0,4.0,4.0,66.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,,3.0,1.0,2.0,"9, 10",,"4, 11, 10",,"4, 3",,1.0,,,['EG']
Doutoramento em Ciências da Comunicação,ESPP,108316,Masculino,41,Brasil,Lisboa,Lisboa,False,2024.0,18.0,False,False,Ensino superior - Licenciatura (Bolonha),Ensino superior - Bacharelato,Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,True,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,2.0,2.0,,3.0,,2.0,,Administrador,"10, 3, 6",,4.0,3.0,5.0,66.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,5.0,2.0,66.0,,4.0,5.0,4.0,4.0,4.0,66.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,66.0,,4.0,2.0,1.0,"4, 2, 1",,"7, 6, 4",,"4, 3",,2.0,,Assessorar formulação de políticas públicas para a cultura,['ESPP']
Doutoramento em Estudos Internacionais,ESPP,133759,Feminino,36,Nicarágua,Torres Vedras,Lisboa,True,2023.0,15.0,False,False,Diploma de curso técnico superior profissional,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Trabalha por conta de outrem,Desempregado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,1.0,3.0,Acho que não tenho os requerimentos para uma bolsa de mérito.,2.0,,,,Relações Internacionais,"11, 3, 6",,5.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,66.0,,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,3.0,1.0,2.0,"8, 6, 5",,"2, 1, 11",,"4, 3",,4.0,,gostaria trabalhar como conselheira,['ESPP']
Doutoramento em Políticas Públicas,ESPP,134844,Masculino,59,Portugal,Torres Novas,Santarém,False,2004.0,,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino superior - Bacharelato,Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Pré Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,2.0,,Gestor Público,"4, 1, 6",,5.0,3.0,66.0,66.0,66.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,66.0,Não se aplica,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,66.0,Não se aplica,1.0,1.0,1.0,2,,"7, 5, 1",,4,,1.0,,"Eventualmente, docente",['ESPP']
Doutoramento em Gestão Empresarial Aplicada,EG,137444,Masculino,46,China,Guangzhou,,False,2012.0,70.0,False,False,Desconhecido,Desconhecido,Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),Manhã,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,3.0,"Since I'm pursuing a doctoral degree while working, currently the school doesn't have a scholarship policy for part - time or working students.",3.0,,2.0,,DOCTOR,"7, 4, 3, 1, 6",,4.0,4.0,4.0,66.0,66.0,66.0,5.0,5.0,66.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,66.0,,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,66.0,,1.0,1.0,1.0,2,,9,,"4, 3, 2, 1",,2.0,,,['EG']
Doutoramento em Arquitectura dos Territórios Metropolitanos Contemporâneos,ISTA,137076,Feminino,56,Portugal,Lisboa,Lisboa,False,2004.0,,False,False,Diploma de Especialização Tecnológica,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Reformado/a,Outra situação,Ensino pós-graduado - Mestrado (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Arquiteta,"4, 2, 6",,5.0,5.0,66.0,66.0,66.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,66.0,,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,66.0,,1.0,1.0,1.0,"7, 6, 1",,"8, 3, 1",,"4, 2",,1.0,,"Gostaria de associar a minha atividade profissional de arquiteta, trabalhando em espaço público, ao desenvolvimento das componentes cultura e sustentabilidade, bem como aos seus impactos na transformação do território.",['ISTA']
Doutoramento em Estudos Africanos,ESPP,136313,Feminino,29,China,HANG ZHOU,,True,2021.0,3.9,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Desconhecido,Trabalha por conta própria - independente (sem empregados),Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,1.0,,,,Professora de Mandarim,"11, 3, 1",,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,1.0,1.0,"5, 4, 2",,"7, 4, 1",,4,,1.0,,,['ESPP']
Doutoramento em Ciências da Comunicação,ESPP,136221,Feminino,46,Portugal,Almada,Setúbal,False,2001.0,12.0,False,False,Especialização Pós Licenciatura / Pós Graduação,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Reformado/a,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,3.0,Para já acho um pouco precoce assumir que estarei entre os melhores do curso.,3.0,,1.0,,Técnica Superior,"5, 3, 6",,5.0,2.0,66.0,66.0,66.0,5.0,4.0,4.0,66.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,66.0,,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,66.0,,4.0,1.0,2.0,"6, 5, 2",,"5, 4, 1",,2,,1.0,,"Na verdade, apesar de esperar vir a progredir na carreira, espero continuar a exercer as minhas funções e contribuir para uma comunicação mais eficaz e eficiente na minha entidade empregadora. Também gostaria de explorar a área de investigação e a docência.",['ESPP']
"Doutoramento em Economia Política, Doutoramento Interdisciplinar",0503; ECSH; 1517,133967,Masculino,28,Portugal,Frederiksberg,,False,2018.0,14.0,False,True,Ensino Secundário - 12º ano de escolaridade ou equivalente,Ensino pós-graduado - Mestrado (Bolonha),Trabalha por conta própria - independente (sem empregados),Trabalha por conta de outrem,Ensino superior - Licenciatura (Bolonha),Tarde,False,"Aluno, estudante",Estudante sem bolsa,2.0,1.0,2.0,3.0,"Não tive oportunidade de construir um projeto de dissertação/doutoramento a tempo. Não conheço nenhum/a Professor/a, nem tenho ideia concreta do que será permitido fazer como projeto neste doutoramento.",6.0,"Procurando emprego (não sou desempregado oficialmente porque acabei de voltar do estrangeiro, por isso ainda não tenho emprego).",,,Fui programador. Quero ser economista.,"9, 4, 2",,1.0,2.0,66.0,66.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,4.0,1.0,66.0,,5.0,1.0,2.0,3.0,3.0,66.0,66.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,66.0,,4.0,1.0,2.0,"9, 4, 2",,"8, 5, 4",,"4, 3",,2.0,,"Principalmente um de quatro: administração pública (técnico), político (eleito), professor de ensino básico ou analista de sistemas complexos/economista.","['0503', 'ECSH', '1517']"
"Doutoramento em Economia Política, Doutoramento Interdisciplinar",0503; ECSH; 1517,133751,Masculino,26,Portugal,Figueira da Foz,Coimbra,False,2022.0,,False,False,Ensino pós-graduado - Mestrado (Pré Bolonha),Ensino superior - Licenciatura (Pré Bolonha),Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Tarde,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,3.0,,Gestor de vendas,"4, 1, 6",,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,66.0,2.0,66.0,1.0,4.0,2.0,1.0,1.0,66.0,,5.0,5.0,3.0,5.0,4.0,66.0,66.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,66.0,,3.0,1.0,2.0,9,,8,,4,,1.0,,Investigação e carreira docente universitária,"['0503', 'ECSH', '1517']"
Doutoramento em Psicologia,ECSH,138047,Masculino,24,Portugal,Seixal,Setúbal,False,2023.0,15.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,Ensino Secundário - 12º ano de escolaridade ou equivalente,Outra situação,Trabalha por conta própria - (como empregador),Ensino superior - Licenciatura (Bolonha),Manhã,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,2.0,1.0,,3.0,,3.0,,"Assistente de Loja (Retalho)
Assistente de Investigação","4, 1, 6",,5.0,4.0,66.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,66.0,66.0,,5.0,5.0,66.0,4.0,4.0,4.0,66.0,5.0,5.0,5.0,5.0,5.0,4.0,66.0,66.0,,2.0,1.0,2.0,"4, 10",,"8, 4, 1",,4,,1.0,,Gostaria de prosseguir com uma carreira académica e ingressar no ensino superior como docente e investigador.,['ECSH']
Doutoramento em Economia,EG; ECSH,135238,Feminino,26,Itália,Lisboa,Lisboa,False,2024.0,,False,False,Ensino superior - Bacharelato,Ensino superior - Licenciatura (Bolonha),Trabalha por conta própria - independente (sem empregados),Trabalha por conta de outrem,Ensino superior - Licenciatura (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,3.0,,Operations Analyst,"2, 1, 6",,4.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,66.0,,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,66.0,,4.0,1.0,2.0,9,,"8, 2, 9",,3,,1.0,,,"['EG', 'ECSH']"
Doutoramento em Finanças,EG,135433,Masculino,27,Portugal,Lisboa,Lisboa,False,2022.0,16.0,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino médio,Reformado/a,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['EG']
Doutoramento em Ciências da Comunicação,ESPP,136363,Masculino,33,Moçambique,Sintra,Lisboa,False,2023.0,12.0,False,False,Ensino médio,Ensino médio,Reformado/a,Doméstica/o,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,1.0,,,,Jornalista e escritor,"4, 1",,4.0,2.0,66.0,66.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,66.0,Muito valor,4.0,1.0,2.0,"9, 4, 10",,"4, 1",,"4, 3",,1.0,,Ensino universitario,['ESPP']
Doutoramento em Sociologia,ESPP,98410,Feminino,23,Portugal,Seixal,Setúbal,False,2025.0,17.0,False,False,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Trabalha por conta própria - (como empregador),Trabalha por conta própria - independente (sem empregados),Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,2.0,2.0,,2.0,,,,estudante,"10, 9, 2",,4.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,,5.0,5.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,2.0,"8, 4, 1",,"4, 1, 9",,4,,1.0,,investigação,['ESPP']
Doutoramento em Ciências da Comunicação,ESPP,71667,Masculino,32,Portugal,Lisboa,Lisboa,False,2015.0,16.0,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino superior - Licenciatura (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,3.0,"Sendo uma das regras a dedicação exclusiva, não preencho o requisito, uma vez que manterei as minhas funções profissionais enquanto frequento o programa.",3.0,,1.0,,Development Manager,"4, 1, 6",,5.0,3.0,66.0,66.0,66.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,66.0,,5.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,66.0,,4.0,1.0,2.0,"6, 2, 1",,"5, 4, 1",,"3, 1",,5.0,"Continuar a trabalhar no meu projeto por conta própria, conciliando com atividade no ensino superior.","Continuar a trabalhar como executive/leadership coach, e como formador/consultor de organizações, conciliando com eventual lecionação no ensino superior.",['ESPP']
Doutoramento em Gestão,EG,98374,Masculino,23,Portugal,Salvaterra de Magos,Santarém,False,2023.0,16.0,False,False,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Trabalha por conta própria - (como empregador),Trabalha por conta de outrem,Ensino superior - Licenciatura (Bolonha),,False,Trabalha por conta própria - independente (sem empregados),Candidato a Bolseiro da Acção Social do Ensino Superior,2.0,1.0,2.0,3.0,Fator de dedicação exclusiva à investigação,6.0,Trabalhador independente,,,Contabilista Certificado,"10, 3, 1",,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,\,4.0,1.0,1.0,"7, 2",\,"4, 1, 10",\,2,\,1.0,\,"Ao nível académico, como docente! Ao nível empresarial, como contabilista certificado/consultor especializado",['EG']
Doutoramento em Políticas de Administração e Gestão Escolar,ESPP,71099,Masculino,51,Portugal,Oeiras,Lisboa,False,2018.0,15.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,3.0,,Professor,"3, 2, 1",,5.0,66.0,4.0,66.0,66.0,4.0,4.0,4.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,5.0,5.0,5.0,5.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,4.0,1.0,2.0,"8, 5, 1",,"4, 3, 1",,"4, 3, 2",,1.0,,Investigação e formação,['ESPP']
Doutoramento em Estudos Africanos,ESPP,138145,Feminino,57,Portugal,Alcobaça,Leiria,True,2024.0,,False,False,Ensino superior - Licenciatura (Pré Bolonha),Ensino superior - Licenciatura (Pré Bolonha),Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Reformado/a,Estudante sem bolsa,1.0,1.0,2.0,2.0,,6.0,"Aposentada. 
Empregada a tempo parcial.",,,Economista,"4, 2, 6",,5.0,66.0,66.0,66.0,4.0,5.0,5.0,5.0,66.0,4.0,4.0,4.0,66.0,5.0,66.0,3.0,3.0,66.0,,5.0,5.0,5.0,5.0,5.0,66.0,1.0,5.0,5.0,5.0,4.0,4.0,66.0,66.0,66.0,,4.0,1.0,2.0,"5, 1",,"2, 1, 10",,4,,1.0,,Gostaria de desenvolver actividade de pesquisa e investigação académica tanto quanto possível em matérias relacionadas com a problemática do crescimento e desenvolvimento económicos em África.,['ESPP']
Doutoramento em Transições para a Sustentabilidade,ECSH; ESPP,136428,Feminino,32,Portugal,Lisboa,Lisboa,False,2019.0,17.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,Ensino pós-graduado - Doutoramento (Pré Bolonha),Trabalha por conta própria - (como empregador),Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta própria - independente (sem empregados),Estudante sem bolsa,1.0,2.0,1.0,2.0,,1.0,,,,Arte-educadora / comunicadora / tourismo regenerativo,"9, 8, 6",,5.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,66.0,,5.0,4.0,3.0,5.0,5.0,66.0,1.0,66.0,4.0,5.0,66.0,4.0,4.0,5.0,66.0,,1.0,1.0,2.0,"9, 4",,"8, 5, 10",,4,,4.0,,Gostaria de estar envolvida em iniciativas de gestão participativa do território e de regeneração social e ecológica.,"['ECSH', 'ESPP']"
Doutoramento em Ciência Política,ESPP,137877,Masculino,41,Angola,Arruda dos Vinhos,Lisboa,True,2017.0,12.0,True,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),Outra situação,Outra situação,Ensino superior - Licenciatura (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,2.0,1.0,1.0,2.0,,4.0,,,,Administrativo,"11, 4, 1",,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,4.0,1.0,1.0,"9, 5, 4",,"5, 1, 11",,3,,3.0,,Ministério dos Negócios Estrangeiros,['ESPP']
"Doutoramento em Economia Política, Doutoramento Interdisciplinar",0503; ECSH; 1517,101831,Feminino,28,Portugal,Seixal,Setúbal,False,2024.0,17.0,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino Secundário - 12º ano de escolaridade ou equivalente,Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Tarde,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,1.0,2.0,2.0,,3.0,,3.0,,Regulatory reporting contoller,"4, 1, 6",,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,,3.0,1.0,2.0,5,,"5, 4, 1",,4,,1.0,,,"['0503', 'ECSH', '1517']"
"Doutoramento em Economia Política, Doutoramento Interdisciplinar",0503; ECSH; 1517,133824,Masculino,24,Portugal,Alcobaça,Leiria,True,2024.0,15.0,True,True,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino Secundário - 12º ano de escolaridade ou equivalente,Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Tarde,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,2.0,3.0,Trabalho a tempo inteiro e não sou do ISCTE de Formação de 2º Ciclo,3.0,,2.0,,Técnio Gestor de Internacionalização,"4, 1, 6",,5.0,2.0,66.0,66.0,5.0,5.0,5.0,5.0,66.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,66.0,,5.0,5.0,5.0,5.0,5.0,66.0,66.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,66.0,,3.0,1.0,1.0,"8, 5, 2",,"5, 3, 1",,2,,2.0,,"Trabalho em Diplomacia Económica, mas teria interesse em seguir Diplomacia de Carreira ou Carreira de Docente Universitário","['0503', 'ECSH', '1517']"
Doutoramento em Psicologia,ECSH,138050,Masculino,32,Brasil,Almada,Setúbal,True,2022.0,17.0,False,False,Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),Licenciatura de Mestrado Integrado,Outra situação,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado Integrado,Manhã,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,4.0,,Psicologo,4,,5.0,5.0,1.0,66.0,1.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,66.0,,4.0,3.0,5.0,4.0,5.0,4.0,66.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,2.0,"9, 6, 3",,"1, 11, 9",,1,,1.0,,,['ECSH']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,138052,Masculino,25,China,Shanghai,,True,2025.0,3.77,False,False,Ensino médio,Ensino médio,Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,2.0,1.0,1.0,1.0,,2.0,,,,student,"4, 1, 6",,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,66.0,,5.0,5.0,3.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,66.0,,3.0,1.0,2.0,"9, 4",,"7, 5",,"3, 2",,1.0,,"creative, lively, positive",['ISTA']
Doutoramento em Estudos Internacionais,ESPP,138192,Masculino,42,Nigéria,FCT,,False,2018.0,54.0,False,False,Outra situação,Não sabe ler nem escrever,Desempregado/a,Trabalha por conta própria - independente (sem empregados),Ensino pós-graduado - Mestrado (Bolonha),,False,Outra situação,Estudante sem bolsa,2.0,1.0,2.0,1.0,,2.0,,,,Iscte student,"11, 9, 5",,4.0,5.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,1.0,1.0,"4, 1",,1,,"4, 3",,5.0,Public or non-governmental organizations,"Humanitarian, peace building and Development field, academic and consultancy, safety  and security",['ESPP']
